"wages","education","age","sex","language","logwages"
11.99,13.5,33,"Male","English",2.48407296903942
7.4,12.9,19,"Male","English",2.00148000021012
31.71,12,42,"Male","English",3.45663208855026
11,10,36,"Female","English",2.39789527279837
22.4,15.1,35,"Female","English",3.10906095886099
6.75,16,22,"Female","English",1.90954250488444
18.24,10,46,"Female","English",2.90361698464619
7.47,9.4,24,"Female","English",2.01089499914473
12.39,9,37,"Male","English",2.51688969564105
33.59,17,46,"Male","English",3.5142284036242
20.85,18,42,"Female","English",3.03735394824481
15.28,12,30,"Female","English",2.72654478373837
17.1,13,29,"Male","English",2.83907846350861
11.68,8,60,"Male","French",2.45787797740008
7,13,26,"Female","French",1.94591014905531
5.69,10,38,"Female","English",1.73871024813824
22.54,15,36,"Male","English",3.11529150861163
8.53,13,37,"Female","English",2.14358936150359
14.13,19,46,"Male","English",2.64830019669644
16.32,14.5,45,"Female","English",2.79239134953596
12.29,17.5,28,"Female","Other",2.50878592357794
9.23,12,36,"Female","English",2.22245904851476
15,17,51,"Male","English",2.70805020110221
19.61,13.9,31,"Female","English",2.97603964020825
27.79,18.1,35,"Female","English",3.32467624375441
10.56,16,24,"Male","English",2.35707327827812
7,14.5,25,"Female","Other",1.94591014905531
10,14.5,23,"Male","Other",2.30258509299405
6.63,12.5,47,"Female","English",1.89160480419777
18.92,12,51,"Male","English",2.94021956362373
18.24,14.1,40,"Female","English",2.90361698464619
29.26,16,43,"Male","English",3.37622139559198
16.45,13,34,"Female","English",2.80032547721138
11.49,12,50,"Female","Other",2.44147709186066
6.7,15,21,"Female","English",1.90210752639692
13.25,12.5,37,"Male","English",2.58399755243223
14.59,18.1,43,"Female","English",2.68033636253469
15.36,13.5,34,"Male","English",2.73176672771953
16.4,13,55,"Female","English",2.79728133483015
12,13.5,41,"Male","English",2.484906649788
9.15,12,17,"Female","English",2.21375387928743
8.61,14.8,37,"Female","English",2.15292431843964
25.58,17.3,42,"Female","Other",3.2418107961507
21.6,12,42,"Male","English",3.07269331469012
13.06,9,22,"Male","Other",2.56955412384829
15,13,36,"Male","English",2.70805020110221
9,14,31,"Female","English",2.19722457733622
12.8,14,42,"Female","English",2.54944517092557
16,16,32,"Female","English",2.77258872223978
18.03,15,31,"Female","English",2.89203703721523
12,17,19,"Female","English",2.484906649788
18.26,14,29,"Male","English",2.90471287516682
15.84,20,29,"Male","English",2.76253838638628
6.76,13,29,"Female","Other",1.91102289005487
19.68,11,43,"Male","English",2.97960289162411
24,16,54,"Male","English",3.17805383034795
7,12,31,"Female","English",1.94591014905531
3.63,13,19,"Male","English",1.28923264827676
27.65,18,54,"Male","English",3.31962572796834
17.87,17,25,"Female","English",2.88312332917134
27.93,12.2,37,"Male","French",3.32970137995709
14.35,10,34,"Male","English",2.66374994220563
17.84,8,46,"Male","English",2.88144312715186
15,12,44,"Male","English",2.70805020110221
21,10,40,"Female","English",3.04452243772342
25,16,37,"Male","English",3.2188758248682
15.36,17.4,25,"Female","English",2.73176672771953
21.12,17,45,"Female","English",3.05022045883806
13.44,16.6,39,"Female","English",2.598235335095
20.31,14,37,"Male","English",3.01111337559229
9.41,13.8,21,"Female","English",2.24177295359729
6.8,12,19,"Female","English",1.91692261218206
23.04,11,57,"Female","English",3.13723183582769
9.21,10,17,"Male","English",2.22028985026722
13.63,13,25,"Female","English",2.61227324570844
24,16,44,"Male","English",3.17805383034795
20.95,13,42,"Male","English",3.04213864636815
7.5,11.5,44,"Female","Other",2.01490302054226
17.34,12,37,"Male","English",2.8530159713524
7.05,10,19,"Female","English",1.95302761682418
21.3,10,31,"Female","English",3.05870707271538
15,12.5,34,"Male","English",2.70805020110221
13.56,13,43,"Female","French",2.60712428251225
32.64,18,48,"Male","English",3.48553853009591
47.88,19,49,"Male","French",3.86869788068977
30.38,14,33,"Male","English",3.41378449716763
23,14,45,"Male","English",3.13549421592915
6.7,12,17,"Male","English",1.90210752639692
23.04,12,35,"Female","English",3.13723183582769
13.82,10,53,"Female","Other",2.62611681833952
6.54,12,17,"Male","English",1.87793716546911
12,12,28,"Male","English",2.484906649788
16.7,19,59,"Female","Other",2.81540871942271
12.8,14.5,36,"Female","Other",2.54944517092557
20,16,47,"Male","English",2.99573227355399
9.03,16,29,"Female","English",2.20055236742889
30.24,18,47,"Male","English",3.40916555131133
16.73,12,40,"Female","English",2.81720351499873
10,9,64,"Male","English",2.30258509299405
12.78,11.5,33,"Male","English",2.54788144894939
21.31,20,26,"Male","English",3.05917644611053
45.36,15.7,24,"Male","English",3.8146306594195
20.07,16,43,"Male","English",2.99922616280825
8.39,17,24,"Female","English",2.12704052047911
19.2,12,34,"Male","English",2.95491027903374
35.2,14,40,"Female","English",3.56104608260405
6.71,12,65,"Female","English",1.90359895098359
21.6,12,47,"Male","English",3.07269331469012
23.06,19,23,"Female","English",3.13809951484091
14.84,10,49,"Male","English",2.69732623773923
19.18,9,48,"Male","English",2.95386806945529
12.37,12.5,42,"Female","English",2.5152741864044
21.04,12,37,"Female","English",3.04642538786951
6.75,11,61,"Female","Other",1.90954250488444
10.98,12,26,"Male","English",2.39607543608138
12,13.6,19,"Female","English",2.484906649788
10.7,15,28,"Female","English",2.37024374146786
17.67,15,36,"Male","English",2.87186828633161
9.99,15.5,23,"Male","English",2.30158459266046
28.8,12.2,45,"Male","French",3.3603753871419
14.38,16,27,"Female","English",2.6658383522929
11.81,10,39,"Male","English",2.46894663020927
6.5,12,19,"Female","Other",1.87180217690159
22,10,47,"Male","English",3.09104245335832
11.61,13.4,40,"Female","English",2.4518667957098
9.43,12,35,"Male","English",2.24389609664537
19.9,17,41,"Male","English",2.99071973173045
8.65,13.1,20,"Male","English",2.15755932094379
19.2,15.1,47,"Male","English",2.95491027903374
10.18,12,28,"Female","Other",2.32042501112238
6.76,10,16,"Female","English",1.91102289005487
12.96,16.3,25,"Female","English",2.56186769092413
7.35,18,26,"Female","English",1.99470031322475
40.96,17,52,"Male","English",3.71259598073125
13.59,12.5,29,"Female","English",2.60933422816305
9.54,12.5,33,"Male","English",2.2554934854602
14.49,10,46,"Male","English",2.67345875633259
28.8,17.1,49,"Male","Other",3.3603753871419
10,11,17,"Male","English",2.30258509299405
6.7,14,21,"Male","English",1.90210752639692
26.96,13.5,47,"Male","English",3.29435428604411
12.19,13,19,"Male","English",2.50061594349318
6.5,12,19,"Female","English",1.87180217690159
32.91,17,52,"Female","English",3.49377656295525
15,14.1,22,"Female","English",2.70805020110221
15,14,31,"Female","English",2.70805020110221
5.11,15.6,23,"Female","English",1.63119940421561
7,15,18,"Female","Other",1.94591014905531
31.2,10,52,"Male","English",3.44041809481544
23.04,18,38,"Female","English",3.13723183582769
6.78,13.8,18,"Male","English",1.9139771019523
15.36,15,52,"Female","English",2.73176672771953
13.68,11,49,"Female","English",2.6159349121944
17,13,35,"Female","English",2.83321334405622
25.92,14,53,"Female","English",3.25501487148407
6.85,11,17,"Male","English",1.92424865227413
13.92,14,31,"Male","English",2.63332665490627
6.7,11,17,"Female","English",1.90210752639692
16.59,20,26,"Female","Other",2.80880010420235
14.06,12.3,19,"Female","English",2.64333388638252
5.64,13.9,20,"Male","English",1.72988406550997
10.45,19.3,45,"Female","Other",2.34660197841082
14.34,10.6,38,"Male","French",2.66305283517147
14.11,17,30,"Female","English",2.64688376586472
16.96,0,42,"Female","English",2.83085763036376
6.7,17,24,"Female","English",1.90210752639692
7.39,15.5,20,"Female","Other",2.00012773496011
10.85,15,32,"Female","English",2.38416507998647
3.31,9,34,"Female","Other",1.19694818938897
28.8,12,59,"Male","English",3.3603753871419
13.96,13.5,27,"Male","English",2.63619609733423
10,14,26,"Male","English",2.30258509299405
21.5,16,49,"Female","English",3.06805293513362
12.81,12,54,"Female","English",2.55022611590864
19.2,13,39,"Female","English",2.95491027903374
17.76,15,27,"Male","English",2.87694873756402
14.4,9,55,"Female","English",2.66722820658195
40,14,38,"Female","English",3.68887945411394
10.87,8,51,"Female","English",2.38600670113312
6.7,12,17,"Male","English",1.90210752639692
6.91,11,48,"Female","English",1.93296963777958
15.72,16,43,"Female","English",2.75493378700106
25.67,13.5,30,"Male","Other",3.24532299488305
29.33,18,40,"Female","English",3.37861088298936
20,12.3,42,"Female","French",2.99573227355399
22.98,14,29,"Male","English",3.13462427242061
10,15,40,"Female","English",2.30258509299405
11,12,36,"Male","English",2.39789527279837
8.09,14,22,"Female","Other",2.0906287310704
8.5,17.1,27,"Male","English",2.14006616349627
19.75,19,33,"Male","English",2.98315349134713
11,12,56,"Female","French",2.39789527279837
12.6,13,38,"Female","French",2.53369681395743
25.98,15,47,"Female","English",3.25732701124245
4.03,13.6,30,"Female","English",1.39376637595859
18,14,31,"Male","French",2.89037175789616
16.95,18,29,"Female","English",2.83026783382646
8,8,30,"Male","Other",2.07944154167984
3.19,13,18,"Female","English",1.16002091679675
6.7,13,18,"Female","English",1.90210752639692
15.87,15,30,"Female","English",2.76443053453832
19.61,16.1,30,"Female","English",2.97603964020825
11.67,10,55,"Female","Other",2.45702144629846
6.8,11,17,"Female","English",1.91692261218206
13.5,12.8,24,"Male","English",2.60268968544438
7.95,12.5,33,"Female","English",2.07317192866624
6.7,13,19,"Female","English",1.90210752639692
13.53,14,33,"Male","English",2.6049094421827
8.16,13,18,"Male","English",2.09924416897602
28.8,16,33,"Male","English",3.3603753871419
26.4,11,38,"Male","English",3.27336401015227
25.93,15,42,"Female","English",3.25540059955057
13.44,12,64,"Female","English",2.598235335095
19.26,13.6,39,"Male","English",2.95803040636998
8.5,8,53,"Male","Other",2.14006616349627
9,8,43,"Male","English",2.19722457733622
12,12,21,"Female","English",2.484906649788
11.25,11.5,30,"Male","English",2.42036812865043
6,13,17,"Female","Other",1.79175946922805
8.89,10,62,"Male","English",2.18492704952581
26.4,17,39,"Male","English",3.27336401015227
11.96,10.5,48,"Female","Other",2.48156774852249
25.6,16,40,"Male","English",3.24259235148552
23.04,15.5,56,"Female","English",3.13723183582769
7.5,12.5,39,"Female","English",2.01490302054226
22.2,12,48,"Female","Other",3.10009228887823
6.85,11,18,"Male","English",1.92424865227413
7.75,13,37,"Male","English",2.04769284336526
12,13,22,"Male","English",2.484906649788
6.85,13,32,"Female","English",1.92424865227413
22.5,15.4,62,"Female","English",3.11351530921037
30.24,19,43,"Female","English",3.40916555131133
13.02,13,37,"Female","Other",2.56648663678042
26.48,15,33,"Male","English",3.27638973106881
11.52,12,46,"Male","Other",2.44408465526775
17.76,12,42,"Female","French",2.87694873756402
15.32,7,62,"Male","English",2.72915916431245
6.49,18.3,24,"Female","English",1.870262530716
6.46,15.3,28,"Female","English",1.86562931779451
11,12,26,"Female","English",2.39789527279837
7,12.5,34,"Female","English",1.94591014905531
16.8,15,40,"Male","English",2.82137888640921
21,16.5,47,"Female","English",3.04452243772342
13,12,29,"Female","English",2.56494935746154
26.35,14,36,"Female","English",3.27146827498737
13.38,12,45,"Female","English",2.59376105470008
15,19,40,"Female","English",2.70805020110221
14.8,15,42,"Male","English",2.69462718077007
27.03,14,32,"Male","French",3.29694736028836
14.09,13,31,"Male","English",2.64546532591059
11.43,9,19,"Female","English",2.43624147780672
4.03,10.4,17,"Female","English",1.39376637595859
12,11,24,"Male","English",2.484906649788
9.6,9,52,"Female","Other",2.26176309847379
18.65,12,28,"Male","Other",2.92584614608982
32.16,18,40,"Male","English",3.47072344431077
8.05,12,41,"Female","English",2.08567209143047
8,10.4,34,"Male","English",2.07944154167984
10,12,19,"Male","English",2.30258509299405
7.45,14,35,"Female","English",2.00821403239147
25.81,12,37,"Male","English",3.25076201373052
29.98,17,44,"Female","English",3.40053049267445
38,13,34,"Male","English",3.63758615972639
12.6,12,40,"Female","English",2.53369681395743
16.46,10.5,44,"Female","English",2.80093319524892
20.64,18,50,"Male","English",3.02723094061336
41.14,18,46,"Female","English",3.71698088422481
10.21,14,21,"Female","Other",2.32336763217657
9.25,8,55,"Female","Other",2.22462355152433
17.81,14.5,42,"Female","Other",2.87976009730157
16,13,34,"Male","English",2.77258872223978
17.28,15,36,"Male","English",2.84954976337591
8.5,9,62,"Female","English",2.14006616349627
11.35,12.2,48,"Female","Other",2.42921774392741
18.24,13.4,29,"Female","English",2.90361698464619
24.84,15.3,33,"Male","English",3.21245525706528
6.87,6,55,"Female","Other",1.92716410623426
18.07,15.6,27,"Male","French",2.89425310460414
10.2,12.5,28,"Female","English",2.32238772029023
14.28,12,39,"Male","English",2.65885995691144
10.29,13.6,18,"Female","English",2.33117254984596
15.57,12,39,"Female","English",2.74534598584591
7.64,11,31,"Male","English",2.03339760317843
24.69,13,54,"Male","English",3.20639830335709
14.98,16,53,"Male","English",2.70671597808907
8,11.5,46,"Female","English",2.07944154167984
33.6,16,36,"Male","English",3.51452606696916
8.74,12,23,"Male","English",2.16791018966744
26.85,12,31,"Female","French",3.29026582095487
42.93,20,64,"Male","Other",3.75957088223647
31.2,20,57,"Male","English",3.44041809481544
25.34,16,29,"Male","English",3.23238417489299
16.67,18.4,39,"Male","English",2.8136106967627
19.2,16,51,"Male","English",2.95491027903374
20.48,17,27,"Female","English",3.01944880017131
9.17,9.5,63,"Male","English",2.21593728626837
5.84,14,40,"Female","Other",1.76473079684014
7,11,32,"Male","Other",1.94591014905531
7,9,33,"Female","English",1.94591014905531
10.34,13.3,41,"Female","English",2.33601986908028
16.72,14,36,"Female","English",2.81660560765656
9.6,11,41,"Male","English",2.26176309847379
12,10,48,"Female","Other",2.484906649788
15.6,14,27,"Male","English",2.74727091425549
24.76,15,64,"Female","English",3.2092294478164
20.88,19,35,"Male","Other",3.03879176301444
6.7,8,30,"Female","English",1.90210752639692
44.28,15,59,"Male","Other",3.79053310784044
22.08,11,54,"Male","English",3.09467222140889
18.52,14,25,"Male","English",2.91885122921803
16.78,14.1,35,"Male","English",2.82018770103906
17,12,48,"Female","English",2.83321334405622
20.16,20,56,"Male","English",3.00370044320317
28.53,16,41,"Male","English",3.35095616522541
6.85,10,16,"Female","English",1.92424865227413
15.84,13,64,"Male","English",2.76253838638628
6.98,12.8,19,"Female","English",1.94304891677428
21.25,12,42,"Male","Other",3.05635689537043
7.19,11.6,19,"Female","Other",1.97269117173296
15.93,9.2,34,"Female","Other",2.76820412392196
34.56,17,46,"Male","English",3.54269694393586
13.44,12,39,"Female","Other",2.598235335095
8.09,8,41,"Female","French",2.0906287310704
24.14,10.5,49,"Male","English",3.18387021566939
21.38,10,58,"Male","English",3.0624559055969
13.19,10,43,"Female","English",2.57945896672922
23.04,11,39,"Female","English",3.13723183582769
19.2,12,50,"Female","English",2.95491027903374
19.2,18,35,"Female","English",2.95491027903374
14.83,10,51,"Male","English",2.69665215614984
25.95,15,37,"Female","English",3.2561716096119
18.57,13.5,31,"Male","English",2.92154737536461
12.8,11.5,58,"Female","English",2.54944517092557
18.43,20,30,"Female","Other",2.91397977168173
15.52,17,25,"Male","English",2.74212951475507
21.6,10,40,"Male","French",3.07269331469012
9.2,18,27,"Female","English",2.21920348405499
8.7,19,25,"Female","English",2.16332302566054
15.36,12,41,"Female","English",2.73176672771953
10,16,23,"Male","English",2.30258509299405
9,12,32,"Male","English",2.19722457733622
7.97,10.3,29,"Male","English",2.07568449280212
12.13,12.5,31,"Male","English",2.49568172295596
7.06,15.5,23,"Male","English",1.95444505150515
26.62,17.3,40,"Male","English",3.28166281296697
20.77,13,53,"Female","English",3.03350963788802
20.16,12.5,30,"Male","English",3.00370044320317
14.4,11,62,"Male","English",2.66722820658195
6.72,10,18,"Male","English",1.90508815453506
16.46,9.5,35,"Male","French",2.80093319524892
10,15.2,25,"Female","English",2.30258509299405
27.36,16,36,"Male","English",3.30908209275435
15.84,13,61,"Female","English",2.76253838638628
7.24,19,28,"Female","English",1.97962120639763
10,12,22,"Female","English",2.30258509299405
11.36,9,32,"Male","English",2.43009841329301
7.5,12,21,"Male","English",2.01490302054226
9.32,12.5,23,"Female","English",2.2321626286975
34.56,19.2,51,"Female","English",3.54269694393586
6.5,11.3,19,"Male","English",1.87180217690159
6.75,15.3,24,"Male","English",1.90954250488444
10.5,12,40,"Female","English",2.35137525716348
13.44,9.5,38,"Female","English",2.598235335095
14.7,12.5,34,"Male","English",2.68784749378469
17.01,13.6,32,"Female","French",2.83380140640777
30.46,11,57,"Male","English",3.41641434746702
17,12,31,"Female","English",2.83321334405622
49.92,20,41,"Female","English",3.91042172406117
14,10.2,53,"Male","English",2.63905732961526
45.38,18,36,"Male","English",3.8150714793517
16.96,19,28,"Female","English",2.83085763036376
6.85,9.5,22,"Female","English",1.92424865227413
10.71,10,52,"Male","English",2.37117788445966
10,14.1,37,"Female","French",2.30258509299405
10,10,30,"Female","English",2.30258509299405
19.93,15,48,"Male","Other",2.9922261342247
27.84,18,50,"Female","English",3.32647383546622
21.84,17,44,"Female","English",3.0837431508767
27.14,17.2,28,"Male","Other",3.30100865440672
5.8,14,35,"Female","English",1.75785791755237
7,12,30,"Female","English",1.94591014905531
15.36,12,39,"Female","English",2.73176672771953
6.63,13.5,22,"Female","English",1.89160480419777
15.3,11,56,"Male","English",2.72785282839839
4.88,12.6,20,"Male","English",1.58514521986506
6.7,11,18,"Female","English",1.90210752639692
22.22,9,23,"Male","English",3.10099278421148
6.4,10.8,18,"Female","English",1.85629799036563
21.53,10.5,38,"Male","English",3.06944731137627
16.32,10,58,"Female","English",2.79239134953596
14.4,14.3,30,"Female","English",2.66722820658195
20.68,10,48,"Male","English",3.02916704964023
14,12,23,"Male","English",2.63905732961526
12.1,14,36,"Female","English",2.4932054526027
15.51,11.3,32,"Male","English",2.74148497718845
16.86,13.6,32,"Male","English",2.82494395257371
23.04,15,33,"Female","English",3.13723183582769
14,17.5,25,"Male","English",2.63905732961526
13.07,11,51,"Female","Other",2.57031952763613
16,13,37,"Female","Other",2.77258872223978
6.79,12,35,"Female","English",1.9154509415706
9,13.5,28,"Female","English",2.19722457733622
9,10,38,"Female","English",2.19722457733622
20,13,57,"Male","English",2.99573227355399
16,13.5,22,"Male","English",2.77258872223978
27.31,17,44,"Male","English",3.30725293548561
29.18,16,57,"Female","English",3.37348354309464
6.9,10,60,"Male","English",1.93152141160321
14.63,14,23,"Female","Other",2.68307421503203
15.78,13.6,37,"Female","English",2.75874331541773
24.96,16,37,"Male","English",3.21727454350123
21.06,15,59,"Female","English",3.04737550670583
5.97,11.3,34,"Female","French",1.78674692740451
25.72,8,57,"Male","Other",3.24726889936942
18.41,16,28,"Male","English",2.91289399524499
7,15.8,21,"Female","English",1.94591014905531
15.79,19,38,"Male","Other",2.75937682826755
10,8,54,"Female","English",2.30258509299405
9.19,12,18,"Male","English",2.2181159363676
19.2,12.6,33,"Male","English",2.95491027903374
26.72,16,49,"Female","French",3.28541234866844
10.26,13,31,"Female","English",2.32825283974262
14.81,15,29,"Male","English",2.69530262827971
7.5,12,38,"Female","English",2.01490302054226
8.5,19,31,"Female","English",2.14006616349627
16.5,12,37,"Male","English",2.80336038090653
12.49,11,25,"Female","French",2.52492832413749
10.47,11,29,"Male","French",2.34851402488245
12,13,39,"Female","Other",2.484906649788
10,10,58,"Female","English",2.30258509299405
25.26,15.5,48,"Female","English",3.22922211692235
30,11,52,"Female","English",3.40119738166216
12,12,34,"Female","English",2.484906649788
6.75,13,56,"Female","English",1.90954250488444
8.99,10,18,"Female","English",2.19611284848353
3.41,16,22,"Female","English",1.22671229129543
9.25,11,37,"Male","English",2.22462355152433
17.49,16,37,"Male","English",2.86162928903051
20.11,14,39,"Female","English",3.00121720378456
9.25,8,33,"Female","Other",2.22462355152433
16.16,17.5,32,"Female","English",2.78253905309295
6.78,12,19,"Female","English",1.9139771019523
10,10,48,"Female","English",2.30258509299405
9.5,10,39,"Male","English",2.2512917986065
24.19,17,54,"Male","Other",3.18593932462194
23.25,12,27,"Male","English",3.14630513203337
24.96,17,32,"Male","English",3.21727454350123
13.37,12,24,"Male","English",2.59301339111385
20.34,13,32,"Male","French",3.01258939062041
7.85,13.5,25,"Female","Other",2.06051353179432
17.41,13.3,35,"Female","English",2.8570447537801
12.85,12,52,"Female","Other",2.55334381134123
12,17,27,"Female","English",2.484906649788
17,12,30,"Male","English",2.83321334405622
13,12,43,"Female","Other",2.56494935746154
7.63,12,23,"Female","French",2.03208784529637
10.87,12.5,34,"Male","Other",2.38600670113312
22.75,14.4,28,"Male","English",3.12456514539696
16,11,55,"Male","English",2.77258872223978
8.5,13,50,"Female","English",2.14006616349627
19.2,17,56,"Male","Other",2.95491027903374
24.48,17.1,37,"Male","English",3.19785645764413
7.94,13,24,"Male","English",2.07191327525904
10,13.1,18,"Male","English",2.30258509299405
14.59,14,34,"Male","English",2.68033636253469
17.9,16,27,"Male","English",2.88480071284671
19.73,15,68,"Male","Other",2.98214032003452
9,17.5,26,"Male","English",2.19722457733622
11.44,17,22,"Male","Other",2.43711598595165
37.88,19,36,"Male","English",3.63442326831788
6.75,10.8,17,"Male","English",1.90954250488444
9.5,12.9,22,"Female","English",2.2512917986065
19.5,19.4,53,"Female","English",2.9704144655697
11.64,11,33,"Male","English",2.45444744230329
23.52,12,32,"Male","English",3.15785112303043
9.6,12,45,"Female","English",2.26176309847379
15.42,12.5,39,"Male","English",2.73566536813518
20.64,18.5,37,"Female","English",3.02723094061336
14.84,12,45,"Female","English",2.69732623773923
12.53,12,26,"Male","English",2.52812576890798
15.5,11,64,"Male","English",2.7408400239252
10.45,13,31,"Female","English",2.34660197841082
15.16,17,32,"Male","French",2.71866038021423
8.57,15,37,"Male","English",2.14826773260969
10,12,50,"Female","English",2.30258509299405
13.71,17,44,"Female","Other",2.61812549357422
13.44,15,41,"Male","English",2.598235335095
9.5,12.4,44,"Female","English",2.2512917986065
11.04,14,31,"Male","English",2.40152504084895
7.75,16.5,30,"Female","English",2.04769284336526
10,10.6,45,"Female","English",2.30258509299405
8.74,12,31,"Male","French",2.16791018966744
25.64,19.1,35,"Male","English",3.24415363205247
10.48,14,27,"Male","English",2.3494686788929
9.86,15.5,22,"Female","English",2.28848616861454
20.28,20,31,"Female","French",3.00963517872298
10,13.5,45,"Female","English",2.30258509299405
11.71,16.4,25,"Male","English",2.46044317760963
6.55,12.5,25,"Female","English",1.87946504964716
15,12.5,31,"Female","English",2.70805020110221
20.33,13,38,"Male","English",3.01209762764026
26.65,17,47,"Male","English",3.28278915061185
11.52,12.5,24,"Female","English",2.44408465526775
7.5,12.5,34,"Male","English",2.01490302054226
19.72,19.5,25,"Male","French",2.98163334917449
12.05,10,40,"Female","French",2.48906465993666
10.24,13,53,"Female","English",2.32630161961136
11.6,12,49,"Female","English",2.45100509811232
10.22,17.7,61,"Female","English",2.32434658477556
19.23,20,54,"Male","Other",2.95647155960069
9.74,13,35,"Female","English",2.27624111765444
11.51,12,19,"Male","English",2.44321622273379
6.8,13.5,48,"Female","English",1.91692261218206
22.27,17.6,40,"Male","English",3.10324048126928
17.07,12,32,"Male","Other",2.83732253680635
17,9,52,"Male","English",2.83321334405622
8.5,17.5,26,"Male","English",2.14006616349627
12,12,47,"Female","English",2.484906649788
22.19,12,45,"Male","English",3.0996417369445
6.7,10,16,"Female","English",1.90210752639692
7.5,14,29,"Female","English",2.01490302054226
17,13,33,"Female","English",2.83321334405622
10.12,12,32,"Female","English",2.31451366385932
14.5,13,37,"Male","English",2.67414864942653
6.5,15,19,"Female","English",1.87180217690159
40.96,17,54,"Male","English",3.71259598073125
6.7,12.8,19,"Female","English",1.90210752639692
11,10.5,57,"Male","English",2.39789527279837
23.04,18.7,34,"Female","Other",3.13723183582769
7.69,13,21,"Male","English",2.03992078351755
10.88,13.8,25,"Male","English",2.3869262414278
6.7,14,20,"Female","English",1.90210752639692
12.77,12,36,"Female","English",2.54709867004445
7,12,18,"Female","English",1.94591014905531
6.5,19,24,"Female","Other",1.87180217690159
13.41,18,29,"Male","English",2.59600069729359
15.61,17.3,27,"Male","English",2.74791173452734
14.26,10,58,"Female","English",2.65745841498615
7.21,11,17,"Male","English",1.97546895129686
14.11,10.5,31,"Female","English",2.64688376586472
5.13,10,16,"Female","English",1.63510565918268
10,14,59,"Female","Other",2.30258509299405
6.7,8,53,"Female","English",1.90210752639692
48.29,15.1,46,"Male","English",3.87722449988545
28.53,17,36,"Female","English",3.35095616522541
17,13,32,"Male","English",2.83321334405622
6.65,15.5,20,"Male","English",1.89461685466776
18.11,13,30,"Female","English",2.89646427189532
19.12,14,46,"Female","Other",2.95073490762326
13.58,12.8,40,"Female","Other",2.60859812213055
6.75,13,51,"Female","English",1.90954250488444
13.73,11.3,39,"Female","English",2.61958321977988
6.35,9,16,"Male","French",1.8484548129046
16.24,20,48,"Male","Other",2.78747733473353
9,14.6,23,"Male","English",2.19722457733622
19.8,16,51,"Female","Other",2.98568193770049
10.69,10.5,41,"Male","English",2.36930872503695
13.68,12.5,31,"Male","English",2.6159349121944
32.35,12,41,"Male","English",3.47661402094691
8,14,28,"Female","English",2.07944154167984
24.96,20,37,"Female","English",3.21727454350123
23.04,14.5,46,"Male","Other",3.13723183582769
25.93,18,27,"Female","French",3.25540059955057
19.2,13,57,"Male","English",2.95491027903374
9.75,11,60,"Male","English",2.27726728500976
8.79,4,45,"Female","Other",2.17361471169709
17.03,16.1,40,"Male","Other",2.8349764946746
32.52,18.8,42,"Male","English",3.48185528467961
15.66,8,54,"Male","Other",2.75110969056266
14.43,12,43,"Female","English",2.66930937278578
25.26,13,56,"Male","English",3.22922211692235
28.16,19.1,52,"Female","English",3.33790253128984
15,15,35,"Male","English",2.70805020110221
14.13,12.9,45,"Female","English",2.64830019669644
11.94,11.6,45,"Female","English",2.47989410796446
25.5,20,29,"Male","French",3.23867845216438
6.7,13,19,"Male","English",1.90210752639692
25,14.2,40,"Female","English",3.2188758248682
28.8,13,48,"Male","English",3.3603753871419
31.15,15,64,"Male","English",3.43881424523346
14.94,8.3,48,"Female","English",2.70404217970467
9.85,14.6,21,"Female","English",2.287471455184
17.4,10,31,"Female","English",2.85647020622048
27.22,17,29,"Male","French",3.30395199722332
22,16.1,40,"Male","English",3.09104245335832
15.44,13.5,31,"Female","English",2.73696154459663
17.28,15,32,"Female","Other",2.84954976337591
23.04,12.5,55,"Male","English",3.13723183582769
15.79,10,52,"Male","English",2.75937682826755
10.71,14,21,"Male","English",2.37117788445966
34.9,15,30,"Female","English",3.55248682920838
14.08,14,51,"Male","English",2.6447553507299
10,16,25,"Male","Other",2.30258509299405
24.96,17,50,"Female","English",3.21727454350123
15.26,12,44,"Female","English",2.72523502585631
10.75,15,22,"Male","Other",2.37490575457367
21.22,17,39,"Female","English",3.05494413318584
9.97,15.5,27,"Male","English",2.29958058397375
18.24,8,52,"Male","English",2.90361698464619
8.75,13,47,"Female","English",2.16905370036952
8,8,37,"Female","English",2.07944154167984
14,13,37,"Female","English",2.63905732961526
12.39,11,20,"Female","English",2.51688969564105
17.5,4.1,48,"Male","Other",2.86220088092947
12,13,25,"Female","English",2.484906649788
15.2,16.3,26,"Female","English",2.72129542785223
27,16,59,"Male","English",3.29583686600433
8,11,25,"Male","English",2.07944154167984
6.35,12.6,18,"Female","English",1.8484548129046
12.5,13.5,61,"Male","Other",2.52572864430826
9.69,11,17,"Female","English",2.27109442590267
23.59,15,36,"Female","English",3.16082289341958
6.7,15,20,"Female","English",1.90210752639692
6.25,12,53,"Female","English",1.83258146374831
10.52,10,28,"Male","English",2.35327820730956
31.6,14,31,"Female","English",3.45315712059287
6.51,12.3,19,"Male","English",1.87333945622048
9.83,16.5,26,"Female","English",2.28543893415908
40.64,17,46,"Male","English",3.70475280327023
14,10,37,"Male","English",2.63905732961526
18.94,19,54,"Male","English",2.94127608775793
7.8,15.5,23,"Male","Other",2.05412373369555
21.16,18,30,"Male","English",3.0521126069901
8,13,30,"Female","English",2.07944154167984
10.75,10,19,"Male","English",2.37490575457367
